game_date,release_speed,release_spin_rate,vx0,vy0,vz0,balls,strikes,zone,release_pos_x,release_pos_z,pfx_x,pfx_z,plate_x,plate_z,release_extension,ax,ay,az,CH,FF,KC,SL,ball,called_strike,double,field_error,field_out,home_run,single,strikeout,strikeout_looking,swinging_strike,walk
2020-09-22,83.9,2791.0,2.4242843797469567,-122.24736567007751,-1.1236496915267016,1,1,8.0,-1.79,5.82,0.65,-1.09,-0.19,1.64,6.4,6.051054443420165,24.480738492892264,-43.0687099585303,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2020-09-22,98.4,2521.0,7.948399877493076,-142.97766624751645,-4.146001984321964,0,1,2.0,-1.99,5.64,-0.9,1.44,0.17,3.32,6.2,-14.283073922657811,34.730586656077925,-11.669606174602578,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-22,97.0,2486.0,8.651654774936725,-140.8489344013195,-6.602459244393176,0,0,14.0,-1.7,5.8,-0.79,1.52,0.86,2.55,6.4,-12.466892487823428,32.1409534505648,-10.62348255094323,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-09-22,89.4,1664.0,5.5995395654789615,-129.99397064587464,-4.892046721478978,1,0,7.0,-1.93,5.56,-0.98,1.02,-0.51,2.02,6.6,-12.316395028748172,27.38692526207169,-19.78867352486364,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-09-22,96.3,2610.0,8.028261576631571,-139.78385860343462,-9.313195631651878,0,0,14.0,-1.96,5.68,-0.95,1.48,0.24,1.34,6.6,-14.24238701520731,30.761969764902094,-10.818482439151994,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-22,87.0,2652.0,4.852687969092285,-126.7568171395896,-4.767734793611104,0,1,9.0,-1.81,5.78,0.36,0.64,0.52,1.82,6.1,3.1558463671930186,20.087145787932727,-24.581019707897205,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2020-09-22,96.4,2502.0,7.388422813021557,-140.03131314946745,-8.73007743769827,0,0,9.0,-1.64,5.8,-0.94,1.44,0.34,1.66,6.4,-13.917033616242612,28.66330116845858,-11.489784304993744,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-09-22,82.5,2786.0,1.5491541263981623,-120.0989095087018,0.4063566120761956,0,2,4.0,-1.67,5.84,0.7,-1.21,-0.4,2.09,6.2,6.349449712140898,25.90871222054018,-44.10162143692931,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2020-09-22,95.4,2464.0,6.45814784054989,-138.76982176352652,-3.608681697943996,0,2,11.0,-1.78,5.73,-0.83,1.49,-0.03,3.5,6.2,-12.170350560051284,30.281943815782427,-12.255772977745949,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-09-22,86.9,2522.0,3.5688055884230048,-126.67057444118666,-4.882330066580132,0,1,8.0,-1.69,5.82,0.24,0.36,0.0,1.58,6.3,2.0418465987484846,19.52448574614628,-27.670596918906327,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2020-09-22,81.2,2708.0,1.7836117816207029,-118.24114489619248,-0.1625804213132651,0,0,4.0,-1.75,5.94,0.42,-0.95,-0.6,2.11,6.1,3.575345944279769,21.857757796481817,-41.28653507545848,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2020-09-22,98.3,2530.0,5.972054558855228,-143.05449317413192,-4.316320480235856,2,2,11.0,-1.84,5.76,-0.84,1.47,-0.36,3.42,6.4,-12.946317446566004,32.39326660885927,-11.122061874029702,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-09-22,88.4,1693.0,6.717918796222097,-128.54189366717628,-8.211864820184271,1,2,13.0,-1.89,5.52,-1.07,0.9,-0.04,0.47,6.4,-13.132000680664186,21.84246176532832,-20.83957553429245,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-22,98.0,2549.0,7.926071432501426,-142.6021114774082,-5.841530276640371,1,1,3.0,-1.62,5.75,-0.8,1.41,0.63,2.79,6.4,-12.599824587990469,28.07155081725489,-11.64657144001844,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-09-22,88.2,1513.0,5.573493123047942,-128.4150262284186,-2.488703082975329,1,0,1.0,-1.88,5.53,-1.34,0.85,-0.73,2.76,6.4,-15.928402042565429,23.780371119420305,-22.395455696619976,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-09-22,82.2,2754.0,0.9350893834580558,-119.81993564763664,1.1314018197223474,0,0,11.0,-1.88,5.95,0.58,-0.9,-0.97,2.82,6.1,5.437784983778188,22.11987582898985,-41.29617744579202,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-22,88.5,2536.0,3.7729650849356298,-129.11138376876374,-3.8726413269516207,3,2,8.0,-1.76,5.79,0.34,0.23,0.06,2.01,6.3,3.3424473510534995,17.59770181792221,-29.091087522511764,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2020-09-22,90.2,2568.0,8.024014861571848,-131.1791829849907,-8.340064567424307,2,2,14.0,-1.72,5.76,0.3,0.5,1.75,0.49,6.4,2.156184261760508,21.752965606177643,-25.041934967467373,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2020-09-22,89.9,2523.0,4.324659328525841,-131.09725835993729,-3.4129155312749866,2,1,5.0,-1.95,5.8,0.25,0.57,0.01,2.56,6.2,2.13768191700627,22.15114145799361,-25.04635895228937,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2020-09-22,97.6,2436.0,7.001811373160693,-141.8270211191558,-10.192024724247611,1,1,14.0,-1.64,5.77,-0.9,1.36,0.19,1.11,6.4,-13.750410514120524,29.28908387321167,-11.745935677077965,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-22,96.0,2460.0,5.645259869096609,-139.67014412347453,-4.68247343825381,1,0,1.0,-1.77,5.76,-0.95,1.35,-0.46,3.03,6.4,-13.75863681398023,31.6032126470193,-13.686633616948736,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-09-22,95.0,2485.0,9.534678449455209,-137.95647203196742,-6.879504980075984,0,0,14.0,-1.62,5.8,-0.8,1.42,1.34,2.22,6.3,-12.269453010634637,28.97236530393179,-12.692964611337905,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-22,84.2,2831.0,4.908176660765517,-122.4216975454412,-8.370922714078155,1,2,14.0,-1.76,5.81,0.91,-0.82,1.14,-1.25,6.3,8.220708427460403,23.93709750175301,-39.008737138493885,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2020-09-22,82.6,2760.0,5.443400133057431,-120.24292570108216,-4.277055601158101,0,2,14.0,-1.58,5.89,0.69,-0.79,1.4,0.5,6.3,5.741107548096129,22.15382472815858,-39.31461381906641,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-22,85.5,2617.0,3.925100233792749,-124.59525802386516,-3.470845789346515,0,1,8.0,-1.73,5.93,0.38,0.1,0.26,1.94,6.2,3.4103771981448245,20.31321028991909,-30.73726541982289,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2020-09-22,95.3,2637.0,6.476548293865075,-138.73369655093785,-5.353691041851105,0,0,2.0,-1.65,5.96,-0.83,1.45,0.1,3.04,6.3,-12.121571618051515,28.70975589490081,-12.405948919787326,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-09-22,97.9,2593.0,6.422199182558383,-142.38850153040505,-7.004676526060865,2,1,5.0,-1.78,5.77,-0.81,1.34,-0.1,2.3,6.4,-12.523180167414122,31.267272344652863,-12.529993369520197,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-09-22,89.7,2656.0,5.855262596360049,-130.49961286673712,-6.449573005486981,2,0,14.0,-1.89,5.8,0.24,0.64,0.69,1.35,6.2,1.655459963930594,23.753774140643067,-23.77335909680392,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2020-09-22,97.7,2532.0,9.851152937275572,-141.8458781900225,-6.10007531880364,1,0,12.0,-1.78,5.78,-0.89,1.54,1.12,2.78,6.4,-14.376517649814744,33.7500536026431,-10.074804672032972,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-22,89.5,2679.0,7.86235182836212,-130.1727717627147,-5.714082341650351,0,0,14.0,-1.73,5.79,0.38,0.4,1.79,1.41,6.2,2.900918511823093,23.52142820351442,-26.68415356485722,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2020-09-22,98.4,2563.0,6.36467407504519,-143.2635218796621,-4.449338931640545,2,2,1.0,-1.77,5.74,-1.0,1.3,-0.29,3.22,6.3,-15.283823058496548,31.365273256099712,-13.338305499418848,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-09-22,89.3,2610.0,6.775524173956748,-129.90360651559078,-6.106490953979422,1,2,14.0,-1.77,5.8,0.37,0.36,1.3,1.21,6.4,3.02087478088232,24.015097397370354,-27.072050336751825,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2020-09-22,89.0,2620.0,5.478187115631774,-129.65108526988132,-5.97941295654855,0,2,14.0,-1.77,5.79,0.33,0.35,0.75,1.25,6.0,2.861989873099569,21.03511518929938,-27.30558524747551,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2020-09-22,96.6,2519.0,8.605907352977733,-140.5343338847156,-6.693289705782014,0,1,12.0,-1.64,5.78,-0.88,1.51,0.84,2.5,6.3,-13.459165026131336,25.99215777314098,-10.820316600319238,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-09-22,82.4,2813.0,4.359892203678254,-119.8587445454778,-0.2341110066305933,0,0,14.0,-1.68,5.92,0.7,-1.15,0.85,1.94,6.1,5.760766291999658,25.288250189701024,-43.34592343526717,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2020-09-22,89.7,2672.0,6.3271877720168845,-130.46071801347446,-7.592058221150064,2,2,14.0,-1.77,5.77,0.36,0.45,1.09,0.71,6.4,3.126388912637195,22.470099058295272,-25.74479227337453,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2020-09-22,90.6,2568.0,7.546345028104029,-131.61866201250396,-9.866239172932758,1,2,14.0,-1.72,5.79,0.43,0.24,1.67,-0.31,6.3,3.693650942955768,24.04659576642385,-27.71680620780625,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2020-09-22,98.4,2536.0,7.406060258820607,-143.3102356879412,-4.3794982531832325,1,2,2.0,-1.85,5.74,-1.02,1.35,0.0,3.3,6.4,-15.67559792104745,27.503303256510776,-12.688063585659656,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-09-22,89.9,2571.0,6.296113631244093,-130.7935855083264,-6.330217893443396,1,2,14.0,-1.79,5.71,0.24,0.26,0.95,1.0,6.3,1.6481587798250126,23.08001383588744,-28.19870086024764,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2020-09-22,97.7,2574.0,7.992283685131913,-141.95359153111423,-8.141821191329852,1,1,9.0,-1.64,5.81,-0.82,1.52,0.63,2.07,6.4,-12.746358782010043,28.015697920368364,-9.862961940523205,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-09-22,96.5,2575.0,8.31967849619016,-140.0836528763018,-9.018442227412928,1,0,9.0,-1.65,5.82,-0.79,1.6,0.8,1.69,6.5,-12.333707140727872,32.37238678693189,-9.244567198907337,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-09-22,82.9,2830.0,1.4448366503278218,-120.84287650867432,2.7400640814877963,0,0,11.0,-1.62,6.03,0.69,-0.81,-0.4,3.74,6.0,6.578624976088429,21.41769715546846,-40.85604533829154,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-22,95.6,2494.0,5.803338267346337,-138.89592996221242,-6.674633047926618,1,1,4.0,-1.72,5.87,-1.03,1.46,-0.38,2.43,6.1,-14.586365239768428,32.66325151708579,-12.015483994821924,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-09-22,83.5,2796.0,2.504247014673421,-121.68775217716158,-3.656424223619784,0,1,13.0,-1.74,5.98,0.48,-0.63,-0.23,1.07,6.0,4.296827140200267,23.449209799912968,-37.915685794674495,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-22,95.8,2456.0,7.226609423937245,-139.2708716835,-4.085273295753386,0,0,12.0,-1.79,5.95,-0.98,1.55,0.11,3.61,6.2,-14.416324580782389,31.16888239998149,-11.200368903505478,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-09-22,84.5,2956.0,4.222249700723019,-123.08817381866886,-0.7840673607165942,1,2,9.0,-1.67,5.86,0.57,-1.03,0.63,1.93,6.1,5.055091973550106,23.23382537945785,-42.74971475461741,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2020-09-22,98.4,2603.0,8.279064314689336,-143.20147488561358,-2.510387669784883,0,2,12.0,-1.82,5.84,-0.89,1.5,0.48,4.2,6.3,-14.074889409345769,31.456836305502865,-11.05336074451538,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-22,99.7,2608.0,9.26144984864868,-144.85105513501907,-7.556583894101794,0,2,6.0,-1.75,5.8,-1.01,1.48,0.75,2.37,6.5,-16.206541297225456,29.782266034294864,-9.761738825553666,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-09-22,82.6,2759.0,4.5184055491021216,-120.2591546496212,-3.2374040854568493,0,1,14.0,-1.62,5.91,0.63,-0.83,0.91,0.92,6.1,5.256667917173993,23.264482868679,-39.84637292705612,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2020-09-22,80.7,2778.0,2.8088219608530083,-117.56759154392329,0.31067216242517,0,0,5.0,-1.75,5.97,0.54,-0.9,-0.03,2.37,6.2,4.505831823599732,20.837588843422555,-40.85406859500453,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2020-09-22,97.6,2561.0,8.873499461699478,-141.7479280878716,-8.240670788518965,2,1,14.0,-1.69,5.74,-0.84,1.42,0.89,1.86,6.4,-13.161321387764136,28.49943796268008,-11.339155397818557,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-09-22,89.0,2672.0,6.545998439940664,-129.42252278003414,-8.69936417398538,1,1,14.0,-1.8,5.76,0.4,0.48,1.21,0.2,6.4,3.4419908791140577,22.838809362235427,-25.338785301902256,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2020-09-22,88.5,2604.0,3.964276145284801,-129.00456772624327,-4.314719106405699,1,0,5.0,-1.83,5.82,0.34,0.55,0.09,2.1,6.2,3.2012127692413084,20.632772414947755,-25.345994563819715,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2020-09-22,96.5,2433.0,7.176748322766226,-140.50429318481963,-3.867996107203073,0,0,12.0,-1.68,5.91,-0.77,1.44,0.35,3.62,6.4,-11.72714113856709,27.85279979899791,-12.33255669994364,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-22,97.6,2562.0,7.194774815815829,-141.9364628106223,-5.507224508913174,0,2,2.0,-2.08,5.69,-0.75,1.44,-0.05,2.84,6.4,-11.655947252913109,29.74774637494108,-11.590304423270611,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-09-22,89.7,2646.0,6.391106306594447,-130.67741671579,-5.589786503415831,0,2,14.0,-1.8,5.77,0.32,0.76,1.06,1.78,6.1,2.702823181237328,22.01680832026613,-22.59339229305516,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2020-09-22,97.4,2542.0,7.706631077580392,-141.5089985249412,-8.049831813068153,0,1,9.0,-1.79,5.81,-0.92,1.39,0.3,1.96,6.3,-14.068067756650327,28.86382539558934,-11.817193492240612,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-09-22,96.7,2593.0,6.086332987814395,-140.51104064757018,-6.831308919072313,0,0,5.0,-1.71,5.85,-0.92,1.47,-0.21,2.45,6.3,-13.518766193461412,32.579759254195736,-11.328639370021342,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-09-22,90.6,2738.0,5.325377430995569,-132.04694199828404,-5.474888404300856,3,2,9.0,-1.89,5.73,0.34,0.53,0.53,1.69,6.4,3.187234480137024,21.349636401341805,-25.111163304504828,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2020-09-22,97.9,2559.0,9.39885854710057,-142.08657143681904,-9.209436584085056,2,2,14.0,-1.68,5.82,-0.94,1.37,1.0,1.54,6.3,-14.902296738323187,31.66910295318327,-11.592787486600413,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-22,90.0,2636.0,7.481299547734019,-131.03252337826032,-5.826948846269913,1,2,14.0,-1.73,5.76,0.2,0.56,1.44,1.54,6.5,1.0999047737378729,22.33123602496537,-24.790685585744114,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2020-09-22,97.5,2642.0,5.579140319252044,-141.95708096799115,-1.8979312038003515,0,2,11.0,-1.79,5.78,-0.99,1.31,-0.56,4.15,6.3,-14.636044654772103,31.708906441983466,-14.227772459712275,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-22,89.1,2643.0,5.163548040814941,-129.73670680304252,-6.100310122797253,0,1,14.0,-1.69,5.85,0.27,0.47,0.64,1.36,6.2,2.2195689597544943,21.68718887043842,-25.94846699210716,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2020-09-22,89.0,2690.0,6.407755761163284,-129.6189602644178,-4.363481923150188,0,0,14.0,-1.87,5.85,0.29,0.56,0.99,2.14,6.3,2.223503379325332,21.85474536435262,-25.16018514022793,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2020-09-22,98.2,2654.0,7.2688329152258655,-142.81857354258233,-4.480745162931183,1,2,12.0,-1.77,5.94,-0.95,1.34,0.11,3.41,6.3,-14.601264341240755,31.914766700197305,-12.951821211060649,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-09-22,88.6,2713.0,6.257310531664468,-129.00038274831883,-6.600903017893092,1,1,14.0,-1.77,5.81,0.48,0.22,1.2,0.87,6.2,4.376761123821373,21.43995756451859,-28.675230415470583,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2020-09-22,97.9,2611.0,10.74810641305093,-142.01340033578052,-9.008828648856271,0,1,14.0,-1.53,5.84,-0.82,1.51,1.77,1.75,6.2,-13.461310829924528,31.035132751383355,-9.774059156318556,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-22,95.9,2531.0,7.784955151130978,-139.3229665833083,-6.12706461357456,0,0,3.0,-1.71,5.84,-0.84,1.63,0.52,2.79,6.4,-12.696192904461505,31.060040495618413,-9.701840343920086,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-09-22,89.1,2693.0,4.837336794471011,-129.83215957739404,-4.546945827872564,1,2,9.0,-1.68,5.82,0.41,0.35,0.64,1.87,6.2,3.888395178383657,21.741686313001587,-27.54950979158127,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2020-09-22,89.8,2785.0,5.1092332842860655,-130.7733289371766,-3.905548433491618,1,2,9.0,-1.78,5.76,0.34,0.36,0.58,2.11,6.2,3.016853761819808,23.264668910904454,-27.48290393830584,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2020-09-22,98.0,2601.0,7.279927817287809,-142.62691843599634,-4.074202031185289,1,2,2.0,-1.68,5.8,-1.0,1.42,0.15,3.49,6.4,-15.297302707355204,29.51362706226382,-12.031809179037376,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-09-22,82.4,2874.0,2.00616066932217,-119.95090571166726,0.2023151049094831,1,2,5.0,-1.65,6.02,0.71,-1.06,-0.16,2.33,6.0,6.415143094722102,23.562124378101142,-42.67777861490522,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2020-09-22,97.7,2525.0,7.328441927439904,-142.05776998400486,-6.210045202557852,1,1,5.0,-1.65,5.88,-1.14,1.48,0.09,2.79,6.3,-17.064319092383702,32.48937249951219,-10.940748064621298,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-09-22,96.5,2525.0,6.043647024395695,-140.47137787376235,-2.176894150270485,0,1,11.0,-1.82,5.85,-1.13,1.3,-0.51,4.05,6.3,-16.336128023712913,32.658907915052566,-14.68597912724187,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-22,87.8,2684.0,6.507517331404921,-127.71056453433698,-7.659154566055443,0,0,14.0,-1.72,6.01,0.33,0.59,1.27,0.85,6.1,2.6370839719523724,21.21840066684744,-24.468813622415546,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2020-09-22,82.4,2844.0,3.941438625246699,-119.9000883212212,-0.4450873539151638,1,1,9.0,-1.68,5.96,0.58,-1.21,0.56,1.85,6.2,4.751733413894541,24.67855477731998,-43.90948465176304,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2020-09-22,97.9,2612.0,8.194292534418985,-142.3392421047856,-4.335525467527786,0,1,12.0,-1.63,5.89,-0.8,1.56,0.73,3.59,6.3,-12.666770270795183,31.498405501242026,-10.151392281509963,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-22,95.2,2484.0,8.230308825152278,-138.55552060723645,-4.9053379100000285,0,0,3.0,-1.72,5.9,-0.84,1.46,0.7,3.15,6.2,-12.4787064504241,26.793379251478964,-12.41940289437099,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-09-22,84.1,2863.0,3.586730209032714,-122.47346565871958,-1.5143519212794303,2,2,9.0,-1.73,5.93,0.63,-0.87,0.36,1.8,6.3,5.708190507138491,22.672407769272816,-40.90290028093684,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2020-09-22,88.3,2584.0,4.234498401346067,-128.798401768576,-2.9501391276336757,2,2,9.0,-1.77,5.86,0.44,0.0,0.34,2.2,6.2,4.253338633910876,21.81164643830497,-31.85003926474197,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2020-09-22,97.0,2489.0,6.599660230042704,-141.00249948430329,-8.147099748746491,2,1,8.0,-1.79,5.75,-1.07,1.44,-0.24,1.87,6.4,-15.79297766801453,31.319456344607563,-11.24557558798961,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-09-22,96.6,2498.0,9.364500162340056,-140.25129887446238,-6.545307087657423,1,1,12.0,-1.64,5.89,-0.7,1.67,1.28,2.76,6.4,-11.41876922584842,33.19355201414647,-8.773747790014994,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-22,97.2,2457.0,9.501641095813024,-141.21815834751493,-4.02889842897462,0,1,12.0,-1.82,5.92,-0.93,1.47,0.93,3.6,6.4,-14.657399371807667,32.889381313159966,-11.802521604489796,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-22,87.4,2491.0,3.6907145022665104,-127.42629606261606,-1.4754377390060156,0,0,5.0,-1.88,5.81,0.38,0.15,-0.03,2.8,6.3,3.4584356031255035,23.95227932814233,-30.4914233996939,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2020-09-22,96.9,2458.0,5.566969707477177,-141.1669938451162,-4.075675794712604,3,2,11.0,-1.84,5.94,-1.11,1.46,-0.7,3.62,6.1,-16.113860388866193,27.45399047667461,-11.743040419376229,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-09-22,89.1,1632.0,4.280164166771497,-129.77152416725866,-1.1284221543111568,2,2,11.0,-2.02,5.73,-1.01,0.76,-1.15,3.49,6.5,-12.294175637479404,24.7177873689998,-23.551330948340446,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-22,82.8,2665.0,4.078332762448489,-120.66741205286812,-0.4056270499168336,2,1,6.0,-1.79,6.01,0.35,-0.64,0.3,2.48,6.1,2.7572423273947435,20.35349725418621,-38.64118905324551,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2020-09-22,82.9,2754.0,0.5450084116898755,-120.6554000531742,7.0902140012176655,1,1,11.0,-1.85,6.07,0.62,-0.76,-1.08,5.75,5.9,6.035450395593903,19.760071367685374,-41.06408955154263,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-22,95.6,2572.0,7.918865563365015,-139.09435720006377,-6.189084144519965,1,0,6.0,-1.86,5.91,-0.96,1.47,0.34,2.71,6.2,-14.11339007328056,26.54623643154569,-11.886127945888232,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-09-22,95.6,2542.0,2.753848175377465,-139.16073982197074,-5.311225110146467,0,0,11.0,-1.87,5.94,-1.24,1.57,-1.89,3.14,6.3,-16.754999194715506,30.18652350929072,-10.825622907135257,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-16,98.9,2530.0,7.803329669414433,-143.58593653641967,-6.780780903819361,0,2,8.0,-2.11,5.47,-1.17,1.37,-0.25,2.14,6.5,-18.029209691699684,35.70305016141716,-11.844341476344692,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-09-16,89.8,2643.0,5.195386278657765,-130.7455923865626,-5.423124552903506,0,1,14.0,-2.05,5.61,0.6,0.27,0.55,1.26,6.5,5.848087741045315,25.906829985928542,-28.194849186761,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2020-09-16,98.5,2549.0,8.956520335719242,-143.09861977826705,-4.608790522891026,0,0,3.0,-2.07,5.45,-0.8,1.5,0.53,3.01,6.5,-13.220711057059669,36.18124380544545,-10.775932978301237,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-09-16,89.7,1745.0,8.471695273935756,-130.47031662091914,-2.203838727442688,3,2,2.0,-2.03,5.41,-1.29,0.85,0.26,2.84,6.8,-16.478695914274095,26.52372002434033,-22.194089655389902,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-09-16,90.7,1776.0,8.510607960279827,-131.6512646575582,-7.331340299418125,2,2,14.0,-2.03,5.38,-1.34,0.81,0.21,0.77,6.7,-17.39546928499151,28.422109076868804,-21.37941454810696,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-16,97.1,2530.0,7.403601320765327,-141.16059320116108,-2.311710831781291,1,2,11.0,-2.17,5.59,-0.74,1.47,-0.05,3.9,6.5,-11.666650133669735,33.734394254496706,-12.290545454646834,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-16,85.9,2861.0,5.178194685762551,-124.88619349105429,-7.343085551592579,0,2,14.0,-1.98,5.63,0.67,-0.84,0.77,-0.82,6.5,6.042661829255543,24.66287048081932,-39.67748174253372,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-16,96.2,2619.0,6.265715461689112,-139.93744045982348,-2.778496883203365,0,1,11.0,-2.09,5.58,-0.77,1.63,-0.39,3.82,6.5,-11.510682441550207,32.85977002392054,-10.374254404525738,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-09-16,96.7,2585.0,6.489960763083231,-140.46265486170068,-6.27804601212458,0,0,4.0,-2.06,5.59,-0.93,1.7,-0.43,2.58,6.5,-13.79324119884439,35.41778662589332,-8.531902184497465,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-09-16,99.1,2593.0,6.694419667765189,-144.12333636981543,-5.0849922766676015,3,2,2.0,-1.81,5.66,-0.86,1.47,-0.11,3.06,6.5,-13.615924338567345,36.26146669426347,-10.778416157579343,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-09-16,97.4,2483.0,10.302771822551806,-141.2258844255445,-7.708079915988026,2,2,14.0,-1.81,5.58,-0.82,1.34,1.29,1.79,6.8,-13.478818732569447,34.1874529911957,-12.6311040321194,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
