game_date,release_speed,release_spin_rate,vx0,vy0,vz0,balls,strikes,zone,release_pos_x,release_pos_z,pfx_x,pfx_z,plate_x,plate_z,release_extension,ax,ay,az,CH,CU,FF,SL,ball,called_strike,double,field_error,field_out,home_run,single,strikeout,strikeout_looking,swinging_strike,walk
2020-09-26,93.4,1559.0,6.523800439620913,-135.89482053354996,-5.235076171188361,1,2,9.0,-0.84,5.41,-0.96,0.75,0.83,1.82,7.1,-13.34203333588226,28.109794727007184,-21.956338942668022,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-09-26,92.8,1611.0,1.898486339972164,-135.15094170600844,-4.805033705502175,0,2,13.0,-0.79,5.4,-1.15,0.4,-1.04,1.65,7.0,-14.53692961038171,26.42528295238096,-26.50154734354346,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-26,93.3,2528.0,2.92293427928712,-136.1349675906924,-1.1066066526168683,0,1,3.0,-0.97,5.52,0.23,0.46,0.34,3.3,6.8,2.382871319740312,23.9751139379033,-26.387580751077,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2020-09-26,93.6,2563.0,4.739005871157444,-136.45109167493035,-2.6737783486974136,0,0,12.0,-0.88,5.53,0.44,0.47,1.31,2.72,6.8,4.5877398040292094,26.127988073624447,-25.87927829160161,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2020-09-26,100.3,2630.0,7.263480718785979,-145.86051322996164,-5.355263842364828,1,2,12.0,-0.91,5.47,-0.68,1.37,1.1,2.8,7.1,-11.370759916273302,33.17504399898005,-11.530384970241524,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2020-09-26,93.6,2653.0,6.257611106034374,-136.23494045411326,-5.55804770208409,0,2,14.0,-0.94,5.5,0.32,0.31,1.73,1.43,6.8,2.720683189297912,27.015352380330867,-27.326307712964084,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2020-09-26,99.8,2527.0,5.706277060869756,-145.33602733531944,-5.033302681662684,0,1,3.0,-0.96,5.44,-0.51,1.29,0.66,2.81,7.0,-8.440528706173858,31.005724937301803,-12.7982215280765,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2020-09-26,99.4,2438.0,4.301064154907532,-144.72654518106438,-3.962438837216165,0,0,2.0,-1.1,5.4,-0.61,1.37,-0.07,3.19,7.1,-9.503021159857738,31.12312728053876,-12.112209143314088,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2020-09-26,99.7,2528.0,3.6259403617125145,-145.12303973222302,-3.39643270424799,2,2,11.0,-0.94,5.47,-0.57,1.54,-0.12,3.59,6.9,-8.89793410938472,36.122818561448085,-9.888026618212502,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2020-09-26,92.1,2654.0,5.600400564242211,-133.9806146156635,-6.826350033643623,1,2,14.0,-0.89,5.53,0.52,0.07,1.73,0.63,6.9,5.047196575817285,28.800009900085588,-30.059448835064547,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2020-09-26,92.8,2629.0,3.521365957745294,-135.2714431482306,-3.953168471578097,1,2,6.0,-1.0,5.6,0.51,0.31,0.8,2.1,6.7,5.616337511715699,26.674116031193503,-27.79256507849502,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2020-09-26,99.7,2476.0,1.5134543214596217,-145.3107723175296,-3.7981139670635207,0,2,11.0,-1.2,5.53,-0.66,1.26,-1.22,3.3,7.0,-9.701155958367282,32.5237872560021,-13.575364695913,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-26,93.2,2642.0,4.393349515298383,-135.8066425834546,-2.7651321200101577,0,1,12.0,-1.12,5.53,0.5,0.41,1.0,2.62,6.7,5.466908546362452,24.430191326845723,-26.6897354817204,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2020-09-26,100.5,2456.0,3.1868687177794888,-146.30876018889333,-4.798110699453618,0,0,1.0,-1.13,5.48,-0.62,1.35,-0.53,3.0,7.0,-9.622325060647697,33.59108085474009,-11.869925016615584,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
