game_date,home_team,away_team,release_speed,release_spin_rate,events,zone,release_pos_x,release_pos_z,pfx_x,pfx_z,plate_x,plate_z,release_extension,vx0,vy0,vz0,ax,ay,az,CH,FF,KC,SL,ball,called_strike,called_strikeout,double,field_error,field_out,home_run,single,strikeout,swinging_strike,walk
2020-08-31,NYY,TB,97.4,2533.0,single,6,-1.93,5.49,-1.02,1.35,0.44,2.59,6.5,8.746409164857562,-141.44612897794244,-5.323188954458134,-15.78021875008922,36.36937738577353,-12.994084206185992,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-08-31,NYY,TB,92.1,2709.0,ball,14,-1.98,5.54,0.4,0.41,2.49,0.17,6.5,10.50235871939162,-133.65262665982306,-8.763561765040038,2.73831693881148,25.87787170257504,-25.590617356493027,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2020-08-31,NYY,TB,97.4,2533.0,called_strike,7,-1.96,5.51,-0.92,1.52,-0.32,1.83,6.6,6.546365413784784,-141.56791794578328,-7.912526899392501,-13.826757125536018,31.627337715803684,-10.028834572037104,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-08-31,NYY,TB,97.3,2608.0,called_strike,14,-1.94,5.5,-1.18,1.28,0.35,1.3,6.7,8.878402720119638,-141.19927601921822,-8.653653201751819,-17.908821518397144,34.950988972521,-13.133664295329128,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-08-31,NYY,TB,96.9,2526.0,ball,14,-1.93,5.52,-0.85,1.27,0.39,1.48,6.7,8.188037812039349,-140.58015093090643,-8.1005839666048,-13.221921062285569,34.08023914868997,-13.665210515489996,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-08-31,NYY,TB,89.3,2592.0,ball,14,-2.11,5.53,0.44,0.09,0.43,0.59,6.4,5.31509145958034,-130.00440825756235,-6.413570085265111,4.058316423350905,24.95790121669281,-30.090300960646637,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2020-08-31,NYY,TB,92.2,2686.0,walk,14,-2.03,5.49,0.53,0.23,2.23,-0.01,6.5,9.68990245322662,-133.7715447890366,-8.666328539494131,4.432662932243774,27.31728401861152,-27.68427414602783,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2020-08-31,NYY,TB,98.2,2480.0,swinging_strike,11,-2.0,5.5,-1.13,1.35,-0.39,4.1,6.3,6.984057448135971,-142.85454664769125,-1.440870235262719,-17.09574589435348,34.49008814272106,-13.64151989032305,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-08-31,NYY,TB,98.3,2521.0,called_strike,8,-2.02,5.52,-1.01,1.42,0.11,1.73,6.5,8.132059401646309,-142.68889029021014,-8.050140997363966,-15.749484485538735,34.51531009303461,-11.051712720925572,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-08-31,NYY,TB,96.9,2421.0,single,5,-2.08,5.3,-1.21,1.25,-0.06,2.31,6.7,8.217593905481284,-140.79563189195318,-5.279474627455981,-18.052445213826328,33.61703572824754,-14.564228331568872,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-08-31,NYY,TB,97.1,2441.0,walk,11,-2.04,5.5,-0.99,1.47,-1.42,3.03,6.5,3.92518833510746,-141.30663669228676,-4.449602178148132,-14.140840693436706,33.12763375130023,-11.700412027426957,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-08-31,NYY,TB,97.4,2495.0,ball,11,-2.03,5.51,-1.0,1.47,-0.98,3.08,6.3,5.132685158780269,-141.7315627664064,-4.393638459410527,-14.672095091203978,32.12882162467296,-11.55963132775504,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-08-31,NYY,TB,97.2,2491.0,ball,11,-2.07,5.39,-0.97,1.51,-0.93,3.05,6.4,5.288125054621887,-141.4580677211927,-4.218753622283655,-14.224448441276486,32.72249427466947,-11.127526416913929,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-08-31,NYY,TB,97.0,2504.0,called_strike,13,-2.04,5.39,-1.13,1.37,-0.87,1.84,6.4,5.738943456458168,-141.0279734660588,-7.073816198070368,-16.435502279922563,33.49846545223487,-12.410211957997229,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-08-31,NYY,TB,83.0,2816.0,ball,14,-1.95,5.61,0.97,-0.99,0.77,-0.11,6.4,4.351470903950368,-120.79509236756714,-4.652156841731792,8.564163643655219,24.48778599049815,-41.13007652910093,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2020-08-31,NYY,TB,90.4,2532.0,field_out,14,-2.1,5.49,0.48,0.23,0.55,1.08,6.6,5.599761155675899,-131.5357572200114,-5.609858467345375,4.450550447153742,26.015452333531968,-28.54028426495837,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2020-08-31,NYY,TB,89.2,2610.0,called_strike,5,-2.11,5.53,0.44,0.21,-0.24,2.37,6.5,3.699203756230263,-130.00391773364842,-2.277024809294852,4.381540739113334,24.146972962237435,-29.55896798259377,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2020-08-31,NYY,TB,91.4,2654.0,ball,14,-2.09,5.45,0.29,0.54,0.81,0.12,6.6,6.713477793010277,-132.9259602566281,-8.837130111456522,2.2230728589717708,24.620819431105048,-24.16449601721379,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2020-08-31,NYY,TB,90.4,2619.0,ball,14,-2.0,5.54,0.39,0.23,1.08,1.78,6.4,6.846802302382232,-131.68116762137663,-4.024498818138705,3.388320397942737,24.042001672100845,-28.873296358505137,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2020-08-31,NYY,TB,98.0,2574.0,ball,11,-2.1,5.42,-1.02,1.54,-0.97,2.95,6.5,5.445018133765087,-142.56493287772096,-4.709680028770855,-15.13198908463096,36.02567838354193,-10.326439681164588,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-08-31,NYY,TB,97.2,2467.0,swinging_strike,2,-1.91,5.51,-0.96,1.47,-0.13,3.04,6.7,7.002747052579406,-141.28362996779668,-4.454164078832124,-14.436023612638628,34.22092217919888,-11.666497666144725,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-08-31,NYY,TB,98.1,2421.0,field_out,1,-2.06,5.52,-1.06,1.28,-0.59,2.85,6.6,6.477002024654293,-142.59357748992647,-4.648770768730755,-16.0417568253817,36.73369600837817,-13.903704616458976,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-08-31,NYY,TB,97.9,2554.0,walk,14,-2.1,5.4,-1.1,1.43,1.11,2.12,6.7,11.24391170832294,-141.93817396833987,-6.643887051781578,-17.497716357689868,33.0430593717299,-11.429962850643085,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-08-31,NYY,TB,97.7,2443.0,called_strike,1,-2.14,5.42,-0.83,1.3,-0.31,2.93,6.7,6.912651378592228,-142.02658665971362,-4.206565006205335,-12.892525196576246,33.97962973454568,-13.86126500736252,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-08-31,NYY,TB,89.4,1631.0,ball,14,-1.99,5.43,-1.19,0.91,0.91,1.0,6.8,9.73213525255865,-129.6669761398808,-6.852866931543147,-15.490063744476382,27.429613841330116,-20.551154885238837,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-08-31,NYY,TB,89.9,2544.0,ball,14,-2.0,5.49,0.46,0.38,1.43,0.42,6.4,7.536513134826069,-130.7231911809056,-7.472364678263419,3.8912163824888952,24.33216040101928,-26.52537073669772,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2020-08-31,NYY,TB,89.4,1729.0,ball,14,-1.99,5.35,-1.23,1.03,0.39,1.2,6.8,8.513857875062403,-129.87199801148176,-6.441898205742543,-15.640006121344635,26.31816907927849,-19.304164442918182,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-08-31,NYY,TB,97.7,2579.0,strikeout,1,-2.22,5.4,-1.08,1.39,-0.35,3.13,6.6,7.55386713985497,-142.0819937310761,-3.781207517320548,-16.351963647354246,34.004179148572895,-12.755724464618488,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-08-31,NYY,TB,97.5,2467.0,swinging_strike,13,-2.27,5.41,-1.24,1.4,-1.29,2.28,6.5,5.5078576994823045,-141.75200825620274,-6.120679949248956,-17.98829814401619,33.063250579487644,-12.129916234654656,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-08-31,NYY,TB,89.5,1839.0,called_strike,8,-2.01,5.36,-1.11,0.86,-0.07,1.86,6.7,7.195105843835915,-130.12776093143947,-4.508891117971832,-14.105756717303644,25.277173594279205,-21.644465753396958,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-08-31,NYY,TB,96.6,2501.0,walk,13,-1.94,5.56,-0.84,1.27,-1.17,2.06,6.4,3.978347092407703,-140.53280365868738,-6.696272404025602,-11.98791851120965,30.041467446747976,-14.041446867019005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-08-31,NYY,TB,88.4,1599.0,ball,11,-2.02,5.4,-0.9,1.12,-1.05,2.7,6.6,4.254001810095823,-128.66722491993815,-2.841313065317365,-10.921370680436905,27.544250712349275,-19.31588703156977,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-08-31,NYY,TB,96.4,2372.0,ball,11,-1.99,5.5,-1.09,1.29,-1.18,2.82,6.5,4.630907209009834,-140.30627177783197,-4.487533658654284,-15.385262834722433,32.20519418807413,-14.36561154494814,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-08-31,NYY,TB,95.7,2457.0,ball,11,-2.07,5.57,-0.91,1.27,-0.61,3.83,6.4,5.918923667749013,-139.30945015855576,-1.8546500201394145,-13.205625420486118,30.13480618050592,-15.39160218136696,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-08-31,NYY,TB,84.4,2825.0,field_out,8,-1.96,5.59,0.96,-0.87,0.14,1.81,6.4,2.961180061249685,-122.88918511583908,-0.6642401748757631,9.04433641942961,26.83010360374541,-40.98191657245,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2020-08-31,NYY,TB,98.1,2582.0,swinging_strike,4,-2.25,5.36,-1.07,1.33,-0.61,2.71,6.4,6.917083552862627,-142.6025744995412,-4.75965241743115,-16.145480563002955,33.454182268963976,-13.075631412548509,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-08-31,NYY,TB,91.8,2668.0,called_strike,9,-2.09,5.49,0.14,0.27,0.55,1.74,6.4,6.387251955070036,-133.7000746675155,-4.298275677267718,0.497084268945938,25.95065554069429,-28.28560961550352,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2020-08-31,NYY,TB,89.5,1740.0,strikeout,13,-2.06,5.44,-1.31,0.63,-1.17,1.95,6.7,4.99644175371529,-130.24608229795237,-3.9497642011040495,-15.92170870569294,28.38815431309742,-24.40070476264859,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-08-31,NYY,TB,97.9,2589.0,called_strike,11,-2.21,5.43,-1.04,1.44,-0.96,2.45,6.5,5.820839011971267,-142.37836334084437,-5.865970823871744,-15.514298529258308,35.6494932520769,-11.402019045603527,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-08-31,NYY,TB,90.0,1763.0,ball,13,-2.08,5.32,-1.51,0.62,-1.21,0.82,6.7,5.403630637804278,-130.75440074506233,-6.476998190366871,-18.444861561144773,29.73637120708205,-23.87057413619619,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-08-31,NYY,TB,88.7,1976.0,swinging_strike,5,-2.02,5.4,-1.41,0.77,0.18,2.04,6.5,8.345020005696364,-128.9352321274421,-3.768376052900092,-17.41595071586258,26.89221148043993,-23.01990329287604,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-08-31,NYY,TB,86.1,2867.0,ball,14,-1.96,5.68,0.66,-0.85,1.12,-0.01,6.3,5.981592894465322,-125.25117537077593,-5.49917346329017,5.606560475599888,27.089010102225664,-40.13000928584731,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2020-08-31,NYY,TB,83.6,2847.0,ball,13,-2.01,5.62,0.85,-1.23,-1.03,1.91,6.3,0.5857046873192554,-121.8218661538617,0.3275730203001483,8.316945170577464,25.09516619794524,-44.69953669092044,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2020-08-31,NYY,TB,89.2,2691.0,strikeout,14,-1.96,5.55,0.43,-0.06,0.79,0.9,6.6,5.874644164499486,-129.83845226836684,-5.372987251156275,3.795162118769535,24.29813147916904,-32.02854331373322,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2020-08-31,NYY,TB,88.5,2680.0,swinging_strike,9,-1.92,5.67,0.44,0.39,0.36,1.9,6.4,4.663198628398596,-128.90441470994523,-4.023918477130039,4.086669236738326,23.593243351249964,-27.27598431720022,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2020-08-31,NYY,TB,89.4,2696.0,swinging_strike,9,-1.95,5.61,0.39,0.04,0.45,1.72,6.2,5.078120905590629,-130.13539108631625,-3.690365395154597,3.465765274416574,26.020735298071724,-31.118797675400245,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2020-08-31,NYY,TB,97.6,2539.0,single,6,-2.01,5.5,-1.0,1.44,0.67,2.72,6.6,9.52511706932068,-141.66492832178247,-5.284044920647528,-15.688150977624034,34.265807172363935,-11.699585011776025,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-08-31,NYY,TB,97.3,2614.0,swinging_strike,11,-2.03,5.52,-1.12,1.58,-0.49,3.57,6.6,6.735428716296038,-141.4028423811966,-3.294497433715604,-16.625124751969324,34.99640336575179,-10.532714157268366,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-08-31,NYY,TB,97.0,2608.0,ball,11,-2.17,5.53,-1.34,1.51,-2.04,3.39,6.4,3.423530800400007,-141.17902537420022,-3.5873160280806826,-18.635001701367194,35.51517217248653,-11.47013472720673,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-08-31,NYY,TB,96.8,2571.0,called_strike,2,-2.04,5.54,-1.22,1.57,0.13,3.35,6.5,8.593517586843777,-140.58040721243094,-3.8239738981810327,-18.259197630390403,36.27062038701784,-10.806289155309925,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-08-31,NYY,TB,96.6,2523.0,single,11,-2.12,5.44,-1.07,1.48,-0.95,2.72,6.5,5.570518782783847,-140.5850477024188,-5.057204084654725,-15.411603707264096,32.69328821919269,-11.6542699936937,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-08-31,NYY,TB,86.6,2495.0,swinging_strike,5,-1.94,5.63,0.53,0.21,-0.12,2.59,6.1,3.264985339299708,-126.28024394312858,-1.578638350594104,5.1143709593176,22.361215844472824,-29.85284381738154,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2020-08-31,NYY,TB,87.7,2494.0,called_strike,4,-2.07,5.63,0.49,0.12,-0.66,2.71,6.2,2.410007962039127,-127.84756854594303,-1.2743217723557223,4.984062121987778,22.484800627848195,-30.842611815235244,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2020-08-31,NYY,TB,89.7,1800.0,strikeout,8,-2.02,5.42,-1.36,0.73,0.03,1.77,6.7,7.9997179690609155,-130.37689792660714,-4.584225749103002,-17.177895899048806,27.780164001660317,-23.072985403430643,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-08-31,NYY,TB,98.1,2528.0,ball,11,-2.14,5.51,-0.89,1.28,-0.43,3.69,6.4,6.678144234665683,-142.65431808827068,-2.397249698221994,-13.67393281418066,34.00793699012759,-14.334758588682892,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-08-31,NYY,TB,85.6,2863.0,ball,14,-2.0,5.56,0.98,-0.81,0.46,0.79,6.6,3.847268590998506,-124.63932549548068,-3.362614689257354,9.417428219489056,24.990775453895683,-40.20644179133124,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2020-08-31,NYY,TB,89.3,1908.0,swinging_strike,8,-1.95,5.44,-1.21,0.96,-0.22,1.84,6.6,6.829053496972346,-129.84344804021703,-4.901763731345205,-15.08568174278406,26.865212643887965,-20.495487616433053,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-08-31,NYY,TB,97.2,2676.0,ball,12,-2.11,5.53,-0.89,1.57,0.65,3.68,6.4,9.450917164179796,-141.20339472975488,-2.9937473960807863,-14.105212942907546,33.3657628215643,-10.731904161661658,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-08-31,NYY,TB,88.6,1811.0,swinging_strike,7,-2.03,5.45,-1.27,0.78,-0.34,1.72,6.6,6.836657520732022,-128.859677303401,-4.727555443598567,-15.571851401261958,25.29258254580384,-22.65762520021684,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-08-31,NYY,TB,97.6,2634.0,strikeout,2,-2.09,5.4,-1.3,1.53,0.2,3.02,6.6,9.180579017558022,-141.75368649611144,-4.409069863667968,-19.605751753268432,33.73357481600466,-10.68324550104596,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-08-31,NYY,TB,88.5,2605.0,swinging_strike,14,-1.94,5.66,0.33,-0.02,0.84,1.35,6.3,6.102643900261898,-128.73867067397717,-4.434543180845391,2.48348312958733,25.4536807451919,-31.70389849132094,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2020-08-31,NYY,TB,89.3,2604.0,swinging_strike,14,-2.03,5.59,0.26,0.34,0.49,1.07,6.4,5.67224820086018,-130.01095676795538,-5.892858071208085,1.8573828194797963,24.61013335803179,-27.33258862626996,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2020-08-31,NYY,TB,82.2,2815.0,ball,11,-1.94,5.63,1.06,-0.93,-0.96,3.75,6.2,0.1531675879274595,-119.5903054461898,4.083397347518001,10.16049605746488,23.280591696755817,-42.14131287987551,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2020-08-31,NYY,TB,89.2,2588.0,called_strike,9,-2.03,5.55,0.37,0.59,0.46,1.67,6.6,5.385101325575163,-129.91205630572102,-4.865490207958133,3.273208216308517,23.856528368430283,-24.745925156384686,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2020-08-31,NYY,TB,88.8,2703.0,walk,1,-2.19,5.6,0.42,0.26,-0.77,3.11,6.3,2.605717314395314,-129.54835760745706,-0.6874397080877266,4.290890274089746,23.17882301450395,-29.28219667131654,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2020-08-31,NYY,TB,89.6,2755.0,swinging_strike,6,-2.03,5.59,0.41,-0.17,0.5,2.15,6.3,5.385900422978765,-130.57300025568418,-2.221742415320156,3.731065192117904,25.268565918669378,-33.88506046558494,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2020-08-31,NYY,TB,97.5,2575.0,swinging_strike,2,-2.16,5.45,-1.06,1.52,0.06,3.12,6.3,8.371787555963659,-141.66170992131734,-4.207745848464566,-16.193503133464617,34.33533423640668,-10.933162018268687,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-08-31,NYY,TB,83.6,2751.0,ball,14,-2.01,5.63,0.56,-1.0,1.1,1.05,6.4,6.060055002017472,-121.55543881003008,-2.099848247804382,4.290663304362743,25.34965096898697,-41.82149834644041,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2020-08-31,NYY,TB,96.1,2556.0,ball,12,-2.06,5.61,-0.92,1.43,0.61,3.97,6.3,9.165080258203783,-139.58714588661374,-1.9163955875751637,-14.196916595420582,34.456423664973656,-13.331008610058555,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-08-31,NYY,TB,96.2,2546.0,swinging_strike,4,-2.09,5.5,-1.1,1.4,-0.57,2.29,6.4,6.536720838062078,-139.79290076570618,-6.095378793221235,-15.880890768818936,32.28106248436728,-12.657453430374204,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-08-31,NYY,TB,84.6,2767.0,ball,14,-1.97,5.67,0.58,-0.88,0.69,-0.03,6.3,5.062712186881285,-123.11820708583863,-5.1729103389531055,4.849759363456482,25.499463536320143,-40.279247306990925,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2020-08-31,NYY,TB,97.0,2496.0,home_run,6,-2.13,5.42,-1.01,1.35,0.34,2.74,6.5,8.937530549052411,-140.87194904767088,-4.686302931751733,-15.519092684001384,33.78440725219048,-13.293541328988196,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-08-31,NYY,TB,83.0,2875.0,swinging_strike,5,-2.07,5.64,1.12,-1.18,-0.01,2.15,6.3,2.520375833822432,-120.89523357740605,0.811331871063633,10.410267097831673,24.793211282438705,-44.05151574459331,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2020-08-31,NYY,TB,84.0,2816.0,ball,14,-2.05,5.7,1.09,-0.96,1.07,1.48,6.4,5.077675053173515,-122.22800434136995,-1.4222606671035396,9.77716221737991,26.15503852004094,-41.62702144107296,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2020-08-31,NYY,TB,88.7,2476.0,field_out,14,-2.03,5.66,0.49,0.45,1.0,1.88,6.3,6.393403442651072,-129.1973235287229,-4.24421349059949,4.467634139846297,22.44785952107187,-26.465677193828064,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2020-08-31,NYY,TB,86.3,2532.0,swinging_strike,3,-2.05,5.62,0.62,0.15,0.44,2.97,6.3,4.657511794849627,-125.63108851489292,-0.4302011939689295,5.6551005777101295,24.14990528224464,-30.690682777940832,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2020-08-31,NYY,TB,88.1,2554.0,swinging_strike,6,-2.02,5.71,0.54,0.79,0.64,2.46,6.4,5.356842737913358,-128.32541517707952,-3.507074727791152,5.060535858496724,23.46915847687015,-22.89748551187085,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2020-08-31,NYY,TB,96.5,2536.0,field_out,2,-2.13,5.57,-1.11,1.51,-0.09,2.75,6.5,7.984196092249537,-140.23511148675246,-5.32248432185668,-16.551545987446715,34.55943054082154,-11.317743593211675,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-08-31,NYY,TB,96.5,2557.0,double,4,-2.11,5.47,-1.24,1.14,-0.45,2.26,6.5,7.238180121020159,-140.30566893471538,-5.57682956378925,-17.982868256003457,30.80922644712817,-16.010475811730053,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-08-31,NYY,TB,88.9,2529.0,ball,14,-1.95,5.59,0.47,0.21,1.58,0.95,6.4,7.671086031648175,-129.3030124467925,-5.803268413194345,3.817230699179359,24.73398903983777,-28.89664841498743,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2020-08-31,NYY,TB,83.0,2820.0,swinging_strike,9,-1.93,5.75,1.14,-0.78,0.43,1.72,6.2,3.152510920922777,-120.86039186539846,-1.203537388487329,10.48521714380004,24.475206951051437,-39.78597323400568,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2020-08-31,NYY,TB,89.3,2650.0,home_run,8,-2.19,5.59,0.45,0.49,-0.17,1.66,6.3,4.028079244268231,-130.26397744862743,-4.890745348008729,4.568403203793785,20.50638925035398,-25.820076448686734,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2020-08-31,NYY,TB,97.8,2594.0,ball,11,-2.18,5.57,-1.16,1.46,-1.11,3.19,6.3,5.569363251309424,-142.35235907781274,-4.301040019576377,-16.99862406462466,32.19944059293218,-11.57841169491609,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-08-31,NYY,TB,97.0,2469.0,swinging_strike,1,-2.16,5.43,-1.23,1.29,-0.61,2.94,6.4,6.982053139934977,-141.1006795817865,-4.041414587081861,-18.032388719958345,32.74921027971027,-14.281259803987778,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-08-31,NYY,TB,88.4,2434.0,called_strike,1,-2.16,5.63,0.4,0.57,-0.69,3.13,6.2,2.780843433138476,-128.8461008745239,-1.314855628483826,3.9509019271552472,23.26741494076561,-25.65481794442929,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2020-08-31,NYY,TB,96.8,2616.0,single,8,-2.1,5.48,-1.31,1.39,0.02,1.89,6.5,8.676882572250669,-140.52489831752234,-7.173986659704726,-19.423817146416987,34.37578003317395,-12.21679675894193,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-08-31,NYY,TB,97.0,2528.0,swinging_strike,6,-2.02,5.53,-1.27,1.63,0.33,2.44,6.4,9.176432668956414,-140.82462531706094,-6.420676105966918,-19.048318229274237,33.05182170572304,-9.16100058527008,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-08-31,NYY,TB,95.8,2481.0,ball,14,-2.06,5.4,-1.38,1.23,0.59,0.73,6.5,10.127145866975752,-138.88682338132517,-9.451728972003789,-20.22815350882175,32.23203030660678,-14.161122740380453,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-08-31,NYY,TB,96.2,2511.0,field_out,2,-2.01,5.51,-1.22,1.4,0.02,2.95,6.3,8.13267718077617,-139.78232585965176,-4.343987769549101,-17.817517805057925,32.59723958649399,-13.07529673560036,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-08-31,NYY,TB,96.9,2565.0,ball,11,-2.2,5.53,-1.29,1.5,-1.27,3.66,6.4,5.435756969886327,-140.9526158378267,-2.8611806874616765,-18.422129575569706,33.70249320273498,-11.76789486909134,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-08-31,NYY,TB,96.0,2531.0,called_strike,8,-2.18,5.42,-1.39,1.36,0.16,1.62,6.5,9.339914886101806,-139.23696226709922,-7.465330787385197,-20.2632492025713,33.930491525861335,-12.97194496173158,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-08-31,NYY,TB,96.8,2615.0,called_strikeout,9,-2.03,5.55,-1.28,1.5,0.76,1.87,6.5,10.396298969786674,-140.3879646569701,-7.63167021756853,-19.36348565284449,34.13599163499736,-10.774735393324738,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-08-31,NYY,TB,88.9,2555.0,ball,14,-1.99,5.62,0.29,0.49,1.88,0.74,6.5,8.889433910250839,-129.19881834407028,-7.014097437882667,1.643674592347656,24.390232175021808,-25.501217362731197,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2020-08-31,NYY,TB,96.1,2502.0,called_strike,9,-1.96,5.49,-1.3,1.41,0.58,1.95,6.4,9.671285750994546,-139.39138034392968,-6.908105762765388,-19.178987039915437,34.00711486989003,-12.383494340295766,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-08-31,NYY,TB,96.1,2526.0,called_strike,2,-2.1,5.57,-1.2,1.64,-0.14,3.16,6.3,7.913872147919273,-139.60310015767809,-4.428663195313235,-17.544298038276118,34.88205224017986,-10.054787534665582,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-08-19,NYY,TB,97.7,2568.0,called_strikeout,3,-1.87,5.55,-0.95,1.65,0.65,2.74,6.6,9.034229160912972,-141.8935020569874,-5.87378741621832,-14.947116691690884,32.42298205614585,-8.716161783320898,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-08-19,NYY,TB,88.7,2665.0,swinging_strike,14,-1.95,5.53,0.54,0.16,1.0,1.68,6.5,6.107653442322868,-129.0710745625761,-3.749233912266574,4.893328974962325,24.80286643946545,-29.795667358564565,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
